Retailer,Retailer_ID,Invoice Date,Region,State,City,Product,Price_per,Quantity,Profit,Sales_Method
Foot Locker,1185732,09/17/2020,Northeast,Texas,Houston,Women's Athletics,40,1292,49367.47,In-store
Foot Locker,1185732,09/18/2020,Northeast,New York,New York,Women's Street Footwear,40,1260,52239.61,Outlet
Foot Locker,1185732,09/19/2020,Northeast,New York,New York,Men's Street Footwear,55,1185,64204.86,In-store
Foot Locker,1185732,09/20/2020,Northeast,California,Los Angeles,Women's Street Footwear,50,1089,55727.0,In-store
Foot Locker,1185732,09/21/2020,Northeast,New York,New York,Women's Street Footwear,50,1248,67621.17,Outlet
Foot Locker,1185732,09/22/2020,Northeast,Texas,Houston,Women's Street Footwear,40,922,35356.94,In-store
Foot Locker,1185732,09/23/2020,Northeast,California,Los Angeles,Women's Athletics,60,1205,71625.89,Online
Foot Locker,1185732,09/24/2020,Northeast,Illinois,Chicago,Women's Street Footwear,55,1248,66622.81,Online
Foot Locker,1185732,09/25/2020,Northeast,Illinois,Chicago,Women's Athletics,40,1231,44526.1,In-store
Foot Locker,1185732,09/26/2020,Northeast,Illinois,Chicago,Men's Street Footwear,40,964,39018.07,Outlet
Foot Locker,1185732,09/27/2020,Northeast,New York,New York,Women's Street Footwear,50,949,49145.64,Outlet
Foot Locker,1185732,09/28/2020,Northeast,Texas,Houston,Women's Athletics,45,1081,52887.1,Outlet
Foot Locker,1185732,09/29/2020,Northeast,California,Los Angeles,Women's Street Footwear,60,858,54006.03,Outlet
Foot Locker,1185732,09/30/2020,Northeast,Illinois,Chicago,Men's Athletics,40,1049,45998.4,In-store
Foot Locker,1185732,10/01/2020,Northeast,Texas,Houston,Women's Apparel,40,1197,45179.12,Online
Foot Locker,1185732,10/02/2020,Northeast,New York,New York,Men's Apparel,55,1113,62043.1,Online
Foot Locker,1185732,10/03/2020,Northeast,Illinois,Chicago,Men's Apparel,45,1045,50462.01,Outlet
Foot Locker,1185732,10/04/2020,Northeast,Illinois,Chicago,Women's Apparel,40,848,31714.69,Online
Foot Locker,1185732,10/05/2020,Northeast,California,Los Angeles,Men's Apparel,60,858,47831.71,Outlet
Foot Locker,1185732,10/06/2020,Northeast,Illinois,Chicago,Men's Apparel,50,1227,65381.15,Outlet
Foot Locker,1185732,10/07/2020,Northeast,California,Los Angeles,Men's Apparel,40,862,37008.5,Online
Foot Locker,1185732,10/08/2020,Northeast,California,Los Angeles,Men's Street Footwear,50,930,46899.12,In-store
Foot Locker,1185732,10/09/2020,Northeast,Texas,Houston,Men's Athletics,45,1268,61380.33,Online
Foot Locker,1185732,10/10/2020,Northeast,Texas,Houston,Men's Athletics,60,823,51401.34,Outlet
Foot Locker,1185732,10/11/2020,Northeast,California,Los Angeles,Men's Street Footwear,45,922,45597.8,Outlet
Foot Locker,1185732,10/12/2020,Northeast,New York,New York,Women's Athletics,60,918,58100.52,Online
Foot Locker,1185732,10/13/2020,Northeast,California,Los Angeles,Men's Apparel,40,940,41222.25,Outlet
Foot Locker,1185732,10/14/2020,Northeast,Illinois,Chicago,Men's Street Footwear,40,1205,44512.82,In-store
Foot Locker,1185732,10/15/2020,Northeast,New York,New York,Women's Street Footwear,40,1225,44322.35,In-store
Foot Locker,1185732,10/16/2020,Northeast,New York,New York,Men's Athletics,40,906,38576.95,Outlet
Foot Locker,1185732,10/17/2020,Northeast,Texas,Houston,Women's Apparel,40,945,39019.99,Outlet
Foot Locker,1185732,10/18/2020,Northeast,New York,New York,Men's Apparel,40,1009,36870.26,In-store
Foot Locker,1185732,10/19/2020,Northeast,New York,New York,Men's Athletics,55,841,42169.88,Online
Foot Locker,1185732,10/20/2020,Northeast,New York,New York,Women's Athletics,45,1200,50401.93,Outlet
Foot Locker,1185732,10/21/2020,Northeast,Illinois,Chicago,Men's Street Footwear,40,876,37132.32,In-store
Foot Locker,1185732,10/22/2020,Northeast,New York,New York,Men's Street Footwear,45,983,43926.74,Outlet
Foot Locker,1185732,10/23/2020,Northeast,New York,New York,Women's Street Footwear,40,1091,44039.73,In-store
Foot Locker,1185732,10/24/2020,Northeast,Illinois,Chicago,Women's Street Footwear,55,1154,59591.35,In-store
Foot Locker,1185732,10/25/2020,Northeast,California,Los Angeles,Women's Athletics,60,959,62703.01,Online
Foot Locker,1185732,10/26/2020,Northeast,California,Los Angeles,Women's Apparel,60,801,51423.29,Outlet
Foot Locker,1185732,10/27/2020,Northeast,Texas,Houston,Men's Athletics,45,859,36733.91,In-store
Foot Locker,1185732,10/28/2020,Northeast,California,Los Angeles,Men's Athletics,45,895,40126.13,Outlet
Foot Locker,1185732,10/29/2020,Northeast,Illinois,Chicago,Men's Apparel,50,1288,62028.04,Outlet
Foot Locker,1185732,10/30/2020,Northeast,New York,New York,Men's Apparel,45,1015,43976.63,Outlet
Foot Locker,1185732,10/31/2020,Northeast,California,Los Angeles,Women's Athletics,60,978,55894.33,In-store
Foot Locker,1185732,11/01/2020,Northeast,Texas,Houston,Men's Athletics,55,979,49191.2,Outlet
Foot Locker,1185732,11/02/2020,Northeast,Texas,Houston,Women's Street Footwear,60,838,46565.02,Outlet
Foot Locker,1185732,11/03/2020,Northeast,New York,New York,Women's Athletics,45,1069,48429.36,In-store
Foot Locker,1185732,11/04/2020,Northeast,New York,New York,Women's Athletics,55,953,52353.27,Outlet
Foot Locker,1185732,11/05/2020,Northeast,New York,New York,Women's Street Footwear,40,1029,38710.79,In-store
Foot Locker,1185732,11/06/2020,Northeast,Illinois,Chicago,Men's Street Footwear,40,805,29422.27,In-store
Foot Locker,1185732,11/07/2020,Northeast,Illinois,Chicago,Men's Athletics,55,1177,65204.01,Outlet
Foot Locker,1185732,11/08/2020,Northeast,California,Los Angeles,Men's Apparel,55,1207,63862.91,Online
Foot Locker,1185732,11/09/2020,Northeast,New York,New York,Men's Street Footwear,55,1047,57712.68,In-store
Foot Locker,1185732,11/10/2020,Northeast,New York,New York,Men's Athletics,45,1280,55833.32,Outlet
Foot Locker,1185732,11/11/2020,Northeast,Illinois,Chicago,Men's Street Footwear,40,857,37395.78,Outlet
Foot Locker,1185732,11/12/2020,Northeast,Texas,Houston,Men's Athletics,60,1258,80772.68,Online
Foot Locker,1185732,11/13/2020,Northeast,Texas,Houston,Women's Street Footwear,45,1063,44516.3,Online
Foot Locker,1185732,11/14/2020,Northeast,Illinois,Chicago,Men's Athletics,40,1003,37795.93,Outlet
Foot Locker,1185732,11/15/2020,Northeast,Illinois,Chicago,Women's Apparel,40,1173,48830.27,In-store
Foot Locker,1185732,11/16/2020,Northeast,Texas,Houston,Women's Apparel,50,1201,65630.37,In-store
Foot Locker,1185732,11/17/2020,Northeast,California,Los Angeles,Men's Street Footwear,55,1235,63460.39,Outlet
Foot Locker,1185732,11/18/2020,Northeast,Illinois,Chicago,Men's Apparel,45,1110,50761.19,Outlet
Foot Locker,1185732,11/19/2020,Northeast,New York,New York,Women's Athletics,55,895,44578.38,Outlet
Foot Locker,1185732,11/20/2020,Northeast,Illinois,Chicago,Women's Apparel,50,944,47940.04,In-store
Foot Locker,1185732,11/21/2020,Northeast,Illinois,Chicago,Women's Athletics,40,1245,51185.94,Outlet
Foot Locker,1185732,11/22/2020,Northeast,Illinois,Chicago,Men's Street Footwear,45,1007,48421.04,Outlet
Foot Locker,1185732,11/23/2020,Northeast,Texas,Houston,Men's Apparel,40,842,34087.12,In-store
Foot Locker,1185732,11/24/2020,Northeast,California,Los Angeles,Women's Athletics,45,845,37210.92,Online
Foot Locker,1185732,11/25/2020,Northeast,New York,New York,Women's Athletics,55,1132,67909.62,Online
Foot Locker,1185732,11/26/2020,Northeast,New York,New York,Men's Apparel,60,1129,65343.7,Online
Foot Locker,1185732,11/27/2020,Northeast,New York,New York,Women's Athletics,60,1088,63060.27,Outlet
Foot Locker,1185732,11/28/2020,Northeast,Illinois,Chicago,Women's Apparel,50,1004,46056.4,Outlet
Foot Locker,1185732,11/29/2020,Northeast,California,Los Angeles,Men's Street Footwear,40,1099,46211.98,In-store
Foot Locker,1185732,11/30/2020,Northeast,California,Los Angeles,Women's Athletics,50,845,41054.92,In-store
Foot Locker,1185732,12/01/2020,Northeast,California,Los Angeles,Women's Apparel,40,1052,39022.76,In-store
Foot Locker,1185732,12/02/2020,Northeast,New York,New York,Women's Street Footwear,55,912,50971.57,Online
Foot Locker,1185732,12/03/2020,Northeast,California,Los Angeles,Women's Athletics,40,1044,44502.16,Outlet
Foot Locker,1185732,12/04/2020,Northeast,Texas,Houston,Men's Apparel,60,1288,79868.77,In-store
Foot Locker,1185732,12/05/2020,Northeast,Texas,Houston,Men's Athletics,55,832,43615.71,Outlet
Foot Locker,1185732,12/06/2020,Northeast,California,Los Angeles,Women's Athletics,50,819,40679.99,Outlet
Foot Locker,1185732,12/07/2020,Northeast,California,Los Angeles,Women's Apparel,50,962,48159.69,Online
Foot Locker,1185732,12/08/2020,Northeast,Illinois,Chicago,Women's Street Footwear,45,963,42209.43,Outlet
Foot Locker,1185732,12/09/2020,Northeast,California,Los Angeles,Men's Athletics,55,1229,68601.24,Outlet
Foot Locker,1185732,12/10/2020,Northeast,Texas,Houston,Women's Street Footwear,60,1184,65675.14,In-store
Foot Locker,1185732,12/11/2020,Northeast,Illinois,Chicago,Women's Street Footwear,60,1156,65661.29,Online
Foot Locker,1185732,12/12/2020,Northeast,New York,New York,Women's Street Footwear,50,1004,53445.04,Outlet
Foot Locker,1185732,12/13/2020,Northeast,Illinois,Chicago,Women's Street Footwear,50,843,43011.79,Outlet
Foot Locker,1185732,12/14/2020,Northeast,California,Los Angeles,Men's Athletics,45,1035,42794.15,In-store
Foot Locker,1185732,12/15/2020,Northeast,California,Los Angeles,Women's Street Footwear,55,1004,57921.83,In-store
Foot Locker,1185732,12/16/2020,Northeast,Illinois,Chicago,Men's Apparel,40,1046,38200.92,Outlet
Foot Locker,1185732,12/17/2020,Northeast,California,Los Angeles,Women's Athletics,55,952,55082.97,Online
Foot Locker,1185732,12/18/2020,Northeast,Illinois,Chicago,Men's Athletics,60,1082,59078.28,Outlet
Foot Locker,1185732,12/19/2020,Northeast,New York,New York,Men's Apparel,60,1201,69391.26,In-store
Foot Locker,1185732,12/20/2020,Northeast,New York,New York,Women's Athletics,50,1300,62766.82,Online
Foot Locker,1185732,12/21/2020,Northeast,Illinois,Chicago,Men's Apparel,50,1300,64904.08,Outlet
Foot Locker,1185732,12/22/2020,Northeast,New York,New York,Women's Apparel,45,1270,54278.12,In-store
Foot Locker,1185732,12/23/2020,Northeast,Illinois,Chicago,Women's Apparel,50,1234,58015.4,Online
Foot Locker,1185732,12/24/2020,Northeast,California,Los Angeles,Women's Street Footwear,55,1111,59487.88,In-store
Foot Locker,1185732,12/25/2020,Northeast,Illinois,Chicago,Women's Athletics,55,945,55692.52,Outlet
Foot Locker,1185732,12/26/2020,Northeast,Texas,Houston,Men's Apparel,60,861,52827.81,Online
Foot Locker,1185732,12/27/2020,Northeast,California,Los Angeles,Men's Athletics,60,1210,77272.98,In-store
Foot Locker,1185732,12/28/2020,Northeast,New York,New York,Men's Apparel,60,1081,62521.83,In-store
Foot Locker,1185732,12/29/2020,Northeast,Texas,Houston,Women's Apparel,40,842,32586.85,Online
Foot Locker,1185732,12/30/2020,Northeast,New York,New York,Women's Apparel,40,1293,53439.85,Online
Foot Locker,1185732,12/31/2020,Northeast,Texas,Houston,Men's Street Footwear,40,950,40156.49,Online
Foot Locker,1185732,01/01/2021,Northeast,Illinois,Chicago,Women's Street Footwear,45,1232,57529.74,In-store
Foot Locker,1185732,01/02/2021,Northeast,Illinois,Chicago,Women's Apparel,45,1177,55184.11,In-store
Foot Locker,1185732,01/03/2021,Northeast,Illinois,Chicago,Men's Apparel,40,1009,36826.17,In-store
Foot Locker,1185732,01/04/2021,Northeast,New York,New York,Men's Street Footwear,45,901,36655.5,In-store
Foot Locker,1185732,01/05/2021,Northeast,Illinois,Chicago,Men's Street Footwear,50,1138,58581.56,Online
Foot Locker,1185732,01/06/2021,Northeast,California,Los Angeles,Men's Athletics,50,1126,55453.85,Online
Foot Locker,1185732,01/07/2021,Northeast,New York,New York,Women's Athletics,55,1219,66625.83,Outlet
Foot Locker,1185732,01/08/2021,Northeast,New York,New York,Men's Athletics,60,1199,68360.0,Online
Foot Locker,1185732,01/09/2021,Northeast,New York,New York,Men's Athletics,45,1014,42283.06,In-store
Foot Locker,1185732,01/10/2021,Northeast,California,Los Angeles,Women's Street Footwear,55,941,49116.08,Outlet
Foot Locker,1185732,01/11/2021,Northeast,Illinois,Chicago,Men's Street Footwear,50,823,40514.41,In-store
Foot Locker,1185732,01/12/2021,Northeast,Texas,Houston,Women's Street Footwear,40,1119,41799.87,In-store
Foot Locker,1185732,01/13/2021,Northeast,New York,New York,Men's Athletics,60,1237,74710.49,In-store
Foot Locker,1185732,01/14/2021,Northeast,New York,New York,Women's Athletics,40,1034,38299.48,Online
Foot Locker,1185732,01/15/2021,Northeast,Texas,Houston,Women's Apparel,45,1217,50837.45,Outlet
Foot Locker,1185732,01/16/2021,Northeast,Illinois,Chicago,Women's Street Footwear,40,994,36544.0,Outlet
Foot Locker,1185732,01/17/2021,Northeast,California,Los Angeles,Men's Athletics,40,1152,49673.29,In-store
Foot Locker,1185732,01/18/2021,Northeast,New York,New York,Men's Street Footwear,55,963,47682.3,Outlet
Foot Locker,1185732,01/19/2021,Northeast,Texas,Houston,Women's Apparel,40,912,39923.29,Online
Foot Locker,1185732,01/20/2021,Northeast,Texas,Houston,Women's Athletics,55,1114,65994.53,Outlet
Foot Locker,1185732,01/21/2021,Northeast,Illinois,Chicago,Men's Apparel,45,1272,54691.47,Outlet
Foot Locker,1185732,01/22/2021,Northeast,California,Los Angeles,Women's Athletics,45,1195,53814.69,Online
Foot Locker,1185732,01/23/2021,Northeast,Illinois,Chicago,Women's Apparel,40,1236,48357.47,Online
Foot Locker,1185732,01/24/2021,Northeast,Illinois,Chicago,Men's Athletics,60,1268,81629.11,Outlet
Foot Locker,1185732,01/25/2021,Northeast,New York,New York,Women's Street Footwear,55,947,54157.21,Online
Foot Locker,1185732,01/26/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,813,42339.34,In-store
Foot Locker,1185732,01/27/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,894,43210.23,Online
Foot Locker,1185732,01/28/2021,Northeast,Texas,Houston,Women's Street Footwear,55,866,43039.93,Outlet
Foot Locker,1185732,01/29/2021,Northeast,New York,New York,Men's Apparel,55,810,41243.47,In-store
Foot Locker,1185732,01/30/2021,Northeast,Texas,Houston,Men's Apparel,40,1062,43254.29,Outlet
Foot Locker,1185732,01/31/2021,Northeast,New York,New York,Women's Apparel,45,1263,60309.9,In-store
Foot Locker,1185732,02/01/2021,Northeast,California,Los Angeles,Men's Apparel,40,902,35536.7,Outlet
Foot Locker,1185732,02/02/2021,Northeast,Texas,Houston,Men's Apparel,40,1122,44826.98,Outlet
Foot Locker,1185732,02/03/2021,Northeast,Texas,Houston,Women's Athletics,55,1039,60957.83,In-store
Foot Locker,1185732,02/04/2021,Northeast,Illinois,Chicago,Women's Apparel,50,930,50093.78,Outlet
Foot Locker,1185732,02/05/2021,Northeast,New York,New York,Women's Apparel,40,1272,53216.05,Outlet
Foot Locker,1185732,02/06/2021,Northeast,New York,New York,Women's Apparel,50,1044,47897.13,Outlet
Foot Locker,1185732,02/07/2021,Northeast,New York,New York,Women's Athletics,45,950,38864.33,Online
Foot Locker,1185732,02/08/2021,Northeast,Texas,Houston,Men's Apparel,60,1115,67936.63,Outlet
Foot Locker,1185732,02/09/2021,Northeast,California,Los Angeles,Men's Street Footwear,50,1246,59332.22,Outlet
Foot Locker,1185732,02/10/2021,Northeast,Texas,Houston,Women's Athletics,50,1157,53596.19,Online
Foot Locker,1185732,02/11/2021,Northeast,New York,New York,Women's Street Footwear,55,968,54712.56,In-store
Foot Locker,1185732,02/12/2021,Northeast,Texas,Houston,Women's Athletics,50,1001,48542.68,Online
Foot Locker,1185732,02/13/2021,Northeast,Texas,Houston,Women's Apparel,40,867,32391.98,Online
Foot Locker,1185732,02/14/2021,Northeast,Illinois,Chicago,Men's Athletics,45,906,37176.91,Online
Foot Locker,1185732,02/15/2021,Northeast,Illinois,Chicago,Men's Athletics,45,1218,52535.17,In-store
Foot Locker,1185732,02/16/2021,Northeast,California,Los Angeles,Women's Apparel,50,1013,48573.86,Online
Foot Locker,1185732,02/17/2021,Northeast,Illinois,Chicago,Women's Apparel,45,1090,45420.29,Outlet
Foot Locker,1185732,02/18/2021,Northeast,Illinois,Chicago,Women's Apparel,55,1092,62801.96,Outlet
Foot Locker,1185732,02/19/2021,Northeast,New York,New York,Women's Athletics,50,1175,63803.19,Online
Foot Locker,1185732,02/20/2021,Northeast,New York,New York,Women's Apparel,45,978,39868.56,Outlet
Foot Locker,1185732,02/21/2021,Northeast,Texas,Houston,Women's Street Footwear,45,972,43310.48,In-store
Foot Locker,1185732,02/22/2021,Northeast,Illinois,Chicago,Men's Street Footwear,50,1168,53625.12,In-store
Foot Locker,1185732,02/23/2021,Northeast,California,Los Angeles,Men's Apparel,40,1069,42412.32,In-store
Foot Locker,1185732,02/24/2021,Northeast,Illinois,Chicago,Women's Athletics,55,1190,62184.83,Online
Foot Locker,1185732,02/25/2021,Northeast,Texas,Houston,Women's Apparel,55,1242,64882.05,In-store
Foot Locker,1185732,02/26/2021,Northeast,California,Los Angeles,Women's Street Footwear,55,994,53571.28,Online
Foot Locker,1185732,02/27/2021,Northeast,California,Los Angeles,Women's Apparel,40,1236,52002.31,In-store
Foot Locker,1185732,02/28/2021,Northeast,Texas,Houston,Women's Street Footwear,50,949,44894.57,Online
Foot Locker,1185732,03/01/2021,Northeast,New York,New York,Men's Athletics,50,1230,66753.09,In-store
Foot Locker,1185732,03/02/2021,Northeast,New York,New York,Women's Athletics,40,1020,40453.85,In-store
Foot Locker,1185732,03/03/2021,Northeast,New York,New York,Women's Athletics,55,830,43121.61,Online
Foot Locker,1185732,03/04/2021,Northeast,Illinois,Chicago,Women's Street Footwear,50,1182,60038.67,In-store
Foot Locker,1185732,03/05/2021,Northeast,Illinois,Chicago,Women's Street Footwear,60,978,58938.52,In-store
Foot Locker,1185732,03/06/2021,Northeast,Texas,Houston,Women's Athletics,40,843,32065.32,In-store
Foot Locker,1185732,03/07/2021,Northeast,Illinois,Chicago,Men's Athletics,45,802,36896.62,Outlet
Foot Locker,1185732,03/08/2021,Northeast,Texas,Houston,Men's Apparel,40,1121,45196.88,Online
Foot Locker,1185732,03/09/2021,Northeast,Texas,Houston,Women's Athletics,45,1238,58469.71,In-store
Foot Locker,1185732,03/10/2021,Northeast,California,Los Angeles,Men's Street Footwear,60,802,51596.37,Online
Foot Locker,1185732,03/11/2021,Northeast,California,Los Angeles,Men's Apparel,45,982,47977.01,Outlet
Foot Locker,1185732,03/12/2021,Northeast,California,Los Angeles,Men's Apparel,50,1271,62839.92,Outlet
Foot Locker,1185732,03/13/2021,Northeast,California,Los Angeles,Men's Athletics,60,1121,62947.75,Online
Foot Locker,1185732,03/14/2021,Northeast,Illinois,Chicago,Men's Apparel,50,1106,55472.12,Outlet
Foot Locker,1185732,03/15/2021,Northeast,Illinois,Chicago,Women's Athletics,60,994,61800.86,Online
Foot Locker,1185732,03/16/2021,Northeast,New York,New York,Women's Apparel,45,972,47875.83,In-store
Foot Locker,1185732,03/17/2021,Northeast,New York,New York,Women's Street Footwear,45,996,45944.2,Outlet
Foot Locker,1185732,03/18/2021,Northeast,Illinois,Chicago,Men's Apparel,55,964,49765.06,In-store
Foot Locker,1185732,03/19/2021,Northeast,California,Los Angeles,Women's Athletics,40,915,39760.02,Online
Foot Locker,1185732,03/20/2021,Northeast,New York,New York,Men's Street Footwear,50,846,45740.84,Outlet
Foot Locker,1185732,03/21/2021,Northeast,New York,New York,Women's Athletics,60,1271,80450.2,In-store
Foot Locker,1185732,03/22/2021,Northeast,Illinois,Chicago,Men's Athletics,45,837,34569.95,In-store
Foot Locker,1185732,03/23/2021,Northeast,California,Los Angeles,Men's Apparel,55,1015,55435.87,Outlet
Foot Locker,1185732,03/24/2021,Northeast,New York,New York,Women's Street Footwear,40,1197,46274.0,Outlet
Foot Locker,1185732,03/25/2021,Northeast,New York,New York,Men's Apparel,55,1031,54636.68,In-store
Foot Locker,1185732,03/26/2021,Northeast,New York,New York,Men's Street Footwear,40,1034,42204.87,Online
Foot Locker,1185732,03/27/2021,Northeast,New York,New York,Women's Athletics,40,858,31332.07,In-store
Foot Locker,1185732,03/28/2021,Northeast,Texas,Houston,Women's Street Footwear,45,958,43441.14,In-store
Foot Locker,1185732,03/29/2021,Northeast,Texas,Houston,Men's Street Footwear,40,1265,54420.1,In-store
Foot Locker,1185732,03/30/2021,Northeast,Texas,Houston,Men's Street Footwear,50,951,52093.85,Online
Foot Locker,1185732,03/31/2021,Northeast,New York,New York,Women's Street Footwear,55,1213,68231.84,In-store
Foot Locker,1185732,04/01/2021,Northeast,California,Los Angeles,Women's Street Footwear,40,913,36683.15,In-store
Foot Locker,1185732,04/02/2021,Northeast,New York,New York,Men's Apparel,55,943,46947.04,In-store
Foot Locker,1185732,04/03/2021,Northeast,Illinois,Chicago,Women's Street Footwear,40,1243,47319.24,Online
Foot Locker,1185732,04/04/2021,Northeast,California,Los Angeles,Men's Street Footwear,50,1031,50179.08,Online
Foot Locker,1185732,04/05/2021,Northeast,Texas,Houston,Men's Street Footwear,45,1058,47276.57,Online
Foot Locker,1185732,04/06/2021,Northeast,New York,New York,Men's Apparel,60,837,55179.15,In-store
Foot Locker,1185732,04/07/2021,Northeast,Illinois,Chicago,Men's Apparel,50,949,45601.05,Outlet
Foot Locker,1185732,04/08/2021,Northeast,California,Los Angeles,Women's Athletics,55,954,56744.87,Online
Foot Locker,1185732,04/09/2021,Northeast,Texas,Houston,Men's Street Footwear,55,835,44149.25,Online
Foot Locker,1185732,04/10/2021,Northeast,New York,New York,Women's Street Footwear,60,1225,74835.15,Online
Foot Locker,1185732,04/11/2021,Northeast,California,Los Angeles,Women's Athletics,60,1168,71893.66,In-store
Foot Locker,1185732,04/12/2021,Northeast,Illinois,Chicago,Men's Apparel,55,850,46884.38,Outlet
Foot Locker,1185732,04/13/2021,Northeast,New York,New York,Men's Apparel,55,1267,71251.22,Online
Foot Locker,1185732,04/14/2021,Northeast,Illinois,Chicago,Men's Street Footwear,50,1031,52764.46,Online
Foot Locker,1185732,04/15/2021,Northeast,Texas,Houston,Women's Street Footwear,45,1142,48146.19,Online
Foot Locker,1185732,04/16/2021,Northeast,Illinois,Chicago,Women's Athletics,50,1199,64461.96,Online
Foot Locker,1185732,04/17/2021,Northeast,New York,New York,Men's Athletics,55,1271,72420.34,Online
Foot Locker,1185732,04/18/2021,Northeast,California,Los Angeles,Women's Street Footwear,45,821,36129.47,Outlet
Foot Locker,1185732,04/19/2021,Northeast,New York,New York,Women's Apparel,50,1209,65838.73,In-store
Foot Locker,1185732,04/20/2021,Northeast,Illinois,Chicago,Men's Apparel,60,1073,69526.72,Outlet
Foot Locker,1185732,04/21/2021,Northeast,New York,New York,Men's Apparel,45,1278,58996.38,Outlet
Foot Locker,1185732,04/22/2021,Northeast,New York,New York,Women's Athletics,60,1225,79870.55,In-store
Foot Locker,1185732,04/23/2021,Northeast,New York,New York,Women's Athletics,45,861,42493.09,Outlet
Foot Locker,1185732,04/24/2021,Northeast,California,Los Angeles,Women's Apparel,40,1148,49727.97,Outlet
Foot Locker,1185732,04/25/2021,Northeast,Texas,Houston,Men's Apparel,40,1027,41073.26,Outlet
Foot Locker,1185732,04/26/2021,Northeast,New York,New York,Men's Athletics,45,1036,42092.66,Online
Foot Locker,1185732,04/27/2021,Northeast,New York,New York,Men's Apparel,55,1006,57923.48,In-store
Foot Locker,1185732,04/28/2021,Northeast,California,Los Angeles,Women's Street Footwear,55,1127,65102.19,Online
Foot Locker,1185732,04/29/2021,Northeast,New York,New York,Men's Athletics,50,1219,60951.36,In-store
Foot Locker,1185732,04/30/2021,Northeast,Texas,Houston,Men's Athletics,50,1050,49380.16,Online
Foot Locker,1185732,05/01/2021,Northeast,New York,New York,Men's Apparel,50,1165,59231.04,In-store
Foot Locker,1185732,05/02/2021,Northeast,Texas,Houston,Men's Athletics,40,851,36888.47,Outlet
Foot Locker,1185732,05/03/2021,Northeast,New York,New York,Women's Athletics,60,826,53648.0,In-store
Foot Locker,1185732,05/04/2021,Northeast,Illinois,Chicago,Women's Athletics,40,1098,44797.24,Online
Foot Locker,1185732,05/05/2021,Northeast,Illinois,Chicago,Women's Athletics,45,1153,50035.91,Outlet
Foot Locker,1185732,05/06/2021,Northeast,California,Los Angeles,Men's Athletics,45,1009,47410.17,Online
Foot Locker,1185732,05/07/2021,Northeast,California,Los Angeles,Men's Street Footwear,55,1163,58811.8,Online
Foot Locker,1185732,05/08/2021,Northeast,Illinois,Chicago,Women's Athletics,45,1036,43140.27,In-store
Foot Locker,1185732,05/09/2021,Northeast,Texas,Houston,Men's Athletics,45,945,39379.67,In-store
Foot Locker,1185732,05/10/2021,Northeast,New York,New York,Men's Street Footwear,45,1188,49244.31,Online
Foot Locker,1185732,05/11/2021,Northeast,California,Los Angeles,Women's Apparel,60,1205,70205.45,Online
Foot Locker,1185732,05/12/2021,Northeast,Illinois,Chicago,Women's Apparel,55,1250,68264.85,Online
Foot Locker,1185732,05/13/2021,Northeast,New York,New York,Women's Athletics,60,1277,72740.66,In-store
Foot Locker,1185732,05/14/2021,Northeast,California,Los Angeles,Women's Street Footwear,45,952,38773.25,Outlet
Foot Locker,1185732,05/15/2021,Northeast,Texas,Houston,Women's Apparel,55,1250,69291.73,Outlet
Foot Locker,1185732,05/16/2021,Northeast,Texas,Houston,Women's Street Footwear,40,1134,43036.89,Outlet
Foot Locker,1185732,05/17/2021,Northeast,Illinois,Chicago,Women's Apparel,60,1148,66696.07,Outlet
Foot Locker,1185732,05/18/2021,Northeast,New York,New York,Men's Street Footwear,45,1257,55341.23,Online
Foot Locker,1185732,05/19/2021,Northeast,New York,New York,Men's Street Footwear,50,1093,52501.32,Outlet
Foot Locker,1185732,05/20/2021,Northeast,Texas,Houston,Women's Athletics,60,1099,72054.62,Online
Foot Locker,1185732,05/21/2021,Northeast,Illinois,Chicago,Women's Street Footwear,45,1041,48382.22,In-store
Foot Locker,1185732,05/22/2021,Northeast,Texas,Houston,Men's Athletics,55,932,47496.82,Online
Foot Locker,1185732,05/23/2021,Northeast,Texas,Houston,Women's Street Footwear,60,918,57472.06,In-store
Foot Locker,1185732,05/24/2021,Northeast,New York,New York,Men's Athletics,45,812,37163.3,In-store
Foot Locker,1185732,05/25/2021,Northeast,Texas,Houston,Men's Street Footwear,60,981,53583.81,In-store
Foot Locker,1185732,05/26/2021,Northeast,California,Los Angeles,Women's Apparel,60,906,58831.61,Online
Foot Locker,1185732,05/27/2021,Northeast,Texas,Houston,Women's Apparel,55,1202,68933.67,Outlet
Foot Locker,1185732,05/28/2021,Northeast,California,Los Angeles,Men's Apparel,40,1091,46066.5,Outlet
Foot Locker,1185732,05/29/2021,Northeast,California,Los Angeles,Women's Apparel,40,819,30910.0,Outlet
Foot Locker,1185732,05/30/2021,Northeast,New York,New York,Men's Street Footwear,60,889,55546.05,Online
Foot Locker,1185732,05/31/2021,Northeast,Illinois,Chicago,Men's Street Footwear,45,997,42782.1,In-store
Foot Locker,1185732,06/01/2021,Northeast,New York,New York,Men's Street Footwear,60,807,49880.25,Outlet
Foot Locker,1185732,06/02/2021,Northeast,New York,New York,Women's Street Footwear,40,900,36673.19,Outlet
Foot Locker,1185732,06/03/2021,Northeast,New York,New York,Women's Apparel,40,924,35742.35,In-store
Foot Locker,1185732,06/04/2021,Northeast,Texas,Houston,Women's Street Footwear,55,918,51359.13,Online
